År,Antal dgr,Tabellnr,Inkomst fr.o.m.,Inkomst t.o.m.,Kolumn 1,Kolumn 2,Kolumn 3,Kolumn 4,Kolumn 5,Kolumn 6,
2019,30B,35,11801,11900,2061,1988,952,3039,3206,3206,
2019,30B,35,11901,12000,2085,2009,962,3075,3242,3242,
2019,30B,35,12001,12100,2110,2033,972,3113,3281,3281,
2019,30B,35,12101,12200,2135,2057,973,3151,3320,3320,
2019,30B,35,12201,12300,2159,2081,983,3189,3359,3359,
2019,30B,35,12301,12400,2184,2105,993,3230,3401,3401,
2019,30B,35,12401,12500,2209,2126,1002,3268,3440,3440,
2019,30B,35,12501,12600,2237,2156,1012,3307,3479,3479,
2019,30B,35,12601,12700,2269,2189,1023,3345,3518,3518,
2019,30B,35,12701,12800,2301,2219,1033,3383,3557,3557,
2019,30B,35,12801,12900,2333,2250,1035,3424,3600,3600,
2019,30B,35,12901,13000,2365,2282,1045,3462,3638,3638,
2019,30B,35,13001,13100,2396,2312,1055,3500,3677,3677,
2019,30B,35,13101,13200,2428,2345,1065,3538,3716,3716,
2019,30B,35,13201,13300,2460,2375,1075,3577,3755,3755,
2019,30B,35,13301,13400,2492,2408,1086,3618,3797,3797,
2019,30B,35,13401,13500,2524,2438,1088,3656,3836,3836,
2019,30B,35,13501,13600,2556,2471,1098,3694,3875,3875,
2019,30B,35,13601,13700,2588,2501,1108,3732,3914,3914,
2019,30B,35,13701,13800,2620,2534,1118,3770,3953,3953,
2019,30B,35,13801,13900,2652,2564,1128,3812,3995,3995,
2019,30B,35,13901,14000,2683,2597,1139,3850,4034,4034,
2019,30B,35,14001,14100,2714,2627,1141,3887,4073,4073,
2019,30B,35,14101,14200,2745,2657,1151,3924,4110,4110,
2019,30B,35,14201,14300,2776,2690,1161,3961,4148,4148,
2019,30B,35,14301,14400,2807,2720,1171,4001,4189,4189,
2019,30B,35,14401,14500,2838,2753,1181,4038,4227,4227,
2019,30B,35,14501,14600,2868,2783,1192,4075,4265,4265,
2019,30B,35,14601,14700,2899,2816,1194,4112,4303,4303,
2019,30B,35,14701,14800,2930,2846,1204,4149,4341,4341,
2019,30B,35,14801,14900,2961,2879,1214,4189,4382,4382,
2019,30B,35,14901,15000,2991,2909,1224,4226,4420,4420,
2019,30B,35,15001,15100,3022,2942,1234,4263,4458,4458,
2019,30B,35,15101,15200,3053,2972,1245,4301,4495,4495,
2019,30B,35,15201,15300,3084,3005,1255,4338,4533,4533,
2019,30B,35,15301,15400,3115,3035,1257,4378,4574,4574,
2019,30B,35,15401,15500,3145,3068,1267,4415,4612,4612,
2019,30B,35,15501,15600,3176,3098,1277,4452,4650,4650,
2019,30B,35,15601,15700,3207,3128,1287,4489,4688,4688,
2019,30B,35,15701,15800,3238,3161,1298,4526,4726,4726,
2019,30B,35,15801,15900,3269,3191,1308,4566,4767,4767,
2019,30B,35,15901,16000,3299,3225,1310,4603,4805,4805,
2019,30B,35,16001,16100,3330,3254,1320,4640,4843,4843,
2019,30B,35,16101,16200,3361,3287,1330,4677,4880,4880,
2019,30B,35,16201,16300,3392,3317,1340,4714,4918,4918,
2019,30B,35,16301,16400,3422,3350,1351,4754,4959,4959,
2019,30B,35,16401,16500,3453,3380,1361,4791,4997,4997,
2019,30B,35,16501,16600,3484,3413,1363,4828,5035,5035,
2019,30B,35,16601,16700,3515,3443,1373,4865,5073,5073,
2019,30B,35,16701,16800,3546,3476,1386,4902,5111,5111,
2019,30B,35,16801,16900,3576,3506,1411,4942,5152,5152,
2019,30B,35,16901,17000,3607,3536,1436,4979,5190,5190,
2019,30B,35,17001,17100,3638,3569,1464,5017,5228,5228,
2019,30B,35,17101,17200,3669,3600,1490,5054,5265,5265,
2019,30B,35,17201,17300,3699,3635,1520,5091,5303,5303,
2019,30B,35,17301,17400,3730,3675,1555,5131,5344,5344,
2019,30B,35,17401,17500,3761,3716,1591,5168,5382,5382,
2019,30B,35,17501,17600,3792,3758,1628,5205,5420,5420,
2019,30B,35,17601,17700,3823,3797,1662,5242,5458,5458,
2019,30B,35,17701,17800,3853,3839,1699,5279,5496,5496,
2019,30B,35,17801,17900,3884,3881,1736,5319,5537,5537,
2019,30B,35,17901,18000,3915,3920,1770,5356,5575,5575,
2019,30B,35,18001,18100,3946,3962,1807,5393,5613,5613,
2019,30B,35,18101,18200,3977,4004,1844,5430,5650,5650,
2019,30B,35,18201,18300,4007,4043,1878,5467,5688,5688,
2019,30B,35,18301,18400,4038,4084,1914,5507,5729,5729,
2019,30B,35,18401,18500,4069,4125,1950,5544,5767,5767,
2019,30B,35,18501,18600,4100,4163,1983,5581,5805,5805,
2019,30B,35,18601,18700,4130,4204,2019,5618,5843,5843,
2019,30B,35,18701,18800,4161,4245,2055,5656,5881,5881,
2019,30B,35,18801,18900,4192,4283,2088,5696,5922,5922,
2019,30B,35,18901,19000,4223,4323,2123,5733,5960,5960,
2019,30B,35,19001,19100,4254,4364,2159,5770,5998,5998,
2019,30B,35,19101,19200,4284,4402,2192,5807,6035,6035,
2019,30B,35,19201,19300,4315,4443,2228,5844,6073,6073,
2019,30B,35,19301,19400,4346,4484,2264,5884,6114,6114,
2019,30B,35,19401,19500,4377,4522,2297,5921,6152,6152,
2019,30B,35,19501,19600,4408,4563,2333,5958,6190,6190,
2019,30B,35,19601,19700,4438,4603,2368,5995,6228,6228,
2019,30B,35,19701,19800,4469,4641,2401,6032,6266,6266,
2019,30B,35,19801,19900,4500,4682,2437,6072,6307,6307,
2019,30B,35,19901,20000,4531,4723,2473,6109,6345,6345,
2019,30B,35,20001,20200,4592,4802,2542,6183,6420,6420,
2019,30B,35,20201,20400,4654,4883,2613,6260,6499,6499,
2019,30B,35,20401,20600,4715,4962,2682,6334,6575,6575,
2019,30B,35,20601,20800,4777,5035,2745,6409,6651,6651,
2019,30B,35,20801,21000,4839,5105,2805,6486,6730,6730,
2019,30B,35,21001,21200,4900,5178,2868,6560,6805,6805,
2019,30B,35,21201,21400,4962,5248,2928,6637,6884,6884,
2019,30B,35,21401,21600,5023,5321,2991,6711,6960,6960,
2019,30B,35,21601,21800,5085,5391,3051,6785,7036,7036,
2019,30B,35,21801,22000,5146,5464,3114,6862,7115,7115,
2019,30B,35,22001,22200,5208,5534,3174,6936,7190,7190,
2019,30B,35,22201,22400,5270,5607,3237,7013,7269,7269,
2019,30B,35,22401,22600,5331,5677,3297,7088,7345,7345,
2019,30B,35,22601,22800,5393,5750,3360,7162,7421,7421,
2019,30B,35,22801,23000,5454,5820,3420,7239,7500,7500,
2019,30B,35,23001,23200,5516,5893,3483,7313,7575,7575,
2019,30B,35,23201,23400,5577,5963,3543,7390,7654,7654,
2019,30B,35,23401,23600,5639,6035,3605,7464,7730,7730,
2019,30B,35,23601,23800,5700,6105,3665,7538,7806,7806,
2019,30B,35,23801,24000,5762,6178,3728,7615,7885,7885,
2019,30B,35,24001,24200,5824,6248,3788,7689,7960,7960,
2019,30B,35,24201,24400,5885,6321,3851,7766,8039,8039,
2019,30B,35,24401,24600,5947,6391,3911,7841,8115,8115,
2019,30B,35,24601,24800,6008,6464,3974,7915,8191,8191,
2019,30B,35,24801,25000,6070,6534,4034,7992,8270,8270,
2019,30B,35,25001,25200,6131,6607,4107,8066,8345,8345,
2019,30B,35,25201,25400,6193,6677,4177,8143,8424,8424,
2019,30B,35,25401,25600,6255,6747,4247,8217,8500,8500,
2019,30B,35,25601,25800,6316,6820,4320,8291,8576,8576,
2019,30B,35,25801,26000,6378,6890,4390,8368,8655,8655,
2019,30B,35,26001,26200,6439,6963,4463,8442,8730,8730,
2019,30B,35,26201,26400,6501,7033,4533,8520,8809,8809,
2019,30B,35,26401,26600,6562,7106,4606,8594,8885,8885,
2019,30B,35,26601,26800,6624,7176,4676,8668,8961,8961,
2019,30B,35,26801,27000,6686,7249,4749,8745,9040,9040,
2019,30B,35,27001,27200,6747,7319,4819,8819,9115,9115,
2019,30B,35,27201,27400,6809,7392,4892,8896,9194,9194,
2019,30B,35,27401,27600,6870,7462,4962,8970,9270,9270,
2019,30B,35,27601,27800,6932,7535,5035,9044,9346,9346,
2019,30B,35,27801,28000,6993,7605,5105,9121,9425,9425,
2019,30B,35,28001,28200,7055,7678,5178,9196,9500,9500,
2019,30B,35,28201,28400,7117,7748,5248,9273,9579,9579,
2019,30B,35,28401,28600,7178,7820,5320,9347,9655,9655,
2019,30B,35,28601,28800,7240,7890,5390,9421,9731,9731,
2019,30B,35,28801,29000,7301,7963,5463,9498,9810,9810,
2019,30B,35,29001,29200,7363,8033,5533,9572,9885,9885,
2019,30B,35,29201,29400,7424,8106,5606,9649,9964,9964,
2019,30B,35,29401,29600,7486,8176,5676,9723,10040,10040,
2019,30B,35,29601,29800,7548,8249,5749,9797,10116,10116,
2019,30B,35,29801,30000,7609,8319,5819,9875,10195,10195,
2019,30B,35,30001,30200,7671,8392,5892,9949,10270,10270,
2019,30B,35,30201,30400,7732,8462,5962,10026,10349,10349,
2019,30B,35,30401,30600,7794,8532,6032,10097,10422,10422,
2019,30B,35,30601,30800,7855,8605,6105,10165,10492,10492,
2019,30B,35,30801,31000,7916,8675,6175,10234,10562,10562,
2019,30B,35,31001,31200,7978,8748,6248,10302,10632,10632,
2019,30B,35,31201,31400,8042,8824,6324,10370,10702,10702,
2019,30B,35,31401,31600,8112,8903,6403,10438,10772,10772,
2019,30B,35,31601,31800,8182,8981,6481,10507,10842,10842,
2019,30B,35,31801,32000,8252,9060,6560,10575,10912,10912,
2019,30B,35,32001,32200,8322,9139,6639,10643,10982,10982,
2019,30B,35,32201,32400,8392,9218,6718,10712,11052,11052,
2019,30B,35,32401,32600,8462,9296,6796,10780,11122,11122,
2019,30B,35,32601,32800,8532,9375,6875,10848,11192,11192,
2019,30B,35,32801,33000,8602,9454,6954,10917,11262,11262,
2019,30B,35,33001,33200,8672,9533,7033,10985,11332,11332,
2019,30B,35,33201,33400,8742,9611,7111,11053,11402,11402,
2019,30B,35,33401,33600,8812,9690,7190,11122,11472,11472,
2019,30B,35,33601,33800,8882,9769,7269,11190,11542,11542,
2019,30B,35,33801,34000,8952,9848,7348,11258,11612,11612,
2019,30B,35,34001,34200,9022,9926,7426,11326,11682,11682,
2019,30B,35,34201,34400,9092,10005,7505,11395,11752,11752,
2019,30B,35,34401,34600,9162,10084,7584,11463,11822,11822,
2019,30B,35,34601,34800,9232,10163,7663,11531,11892,11892,
2019,30B,35,34801,35000,9302,10241,7741,11600,11962,11962,
2019,30B,35,35001,35200,9372,10320,7820,11668,12032,12032,
2019,30B,35,35201,35400,9442,10399,7899,11736,12102,12102,
2019,30B,35,35401,35600,9512,10478,7978,11805,12172,12172,
2019,30B,35,35601,35800,9582,10556,8056,11873,12242,12242,
2019,30B,35,35801,36000,9652,10635,8135,11941,12312,12312,
2019,30B,35,36001,36200,9722,10714,8214,12010,12382,12382,
2019,30B,35,36201,36400,9792,10793,8293,12078,12452,12452,
2019,30B,35,36401,36600,9862,10871,8371,12146,12522,12522,
2019,30B,35,36601,36800,9932,10950,8450,12214,12592,12592,
2019,30B,35,36801,37000,10002,11029,8529,12283,12662,12662,
2019,30B,35,37001,37200,10072,11108,8608,12351,12732,12732,
2019,30B,35,37201,37400,10142,11186,8686,12419,12802,12802,
2019,30B,35,37401,37600,10212,11265,8765,12488,12872,12872,
2019,30B,35,37601,37800,10282,11344,8844,12556,12942,12942,
2019,30B,35,37801,38000,10352,11423,8923,12624,13012,13012,
2019,30B,35,38001,38200,10422,11501,9001,12693,13082,13082,
2019,30B,35,38201,38400,10492,11580,9080,12761,13152,13152,
2019,30B,35,38401,38600,10562,11659,9159,12829,13222,13222,
2019,30B,35,38601,38800,10632,11738,9238,12898,13292,13292,
2019,30B,35,38801,39000,10702,11816,9316,12966,13362,13362,
2019,30B,35,39001,39200,10772,11895,9395,13034,13432,13432,
2019,30B,35,39201,39400,10842,11974,9474,13102,13502,13502,
2019,30B,35,39401,39600,10912,12053,9553,13171,13572,13572,
2019,30B,35,39601,39800,10982,12131,9631,13239,13642,13642,
2019,30B,35,39801,40000,11052,12210,9710,13307,13712,13712,
2019,30B,35,40001,40200,11122,12289,9789,13376,13782,13782,
2019,30B,35,40201,40400,11192,12368,9868,13444,13852,13852,
2019,30B,35,40401,40600,11262,12446,9946,13512,13922,13922,
2019,30B,35,40601,40800,11332,12525,10025,13581,13992,13992,
2019,30B,35,40801,41000,11402,12604,10104,13649,14062,14062,
2019,30B,35,41001,41200,11472,12683,10183,13717,14132,14132,
2019,30B,35,41201,41400,11542,12761,10261,13786,14202,14202,
2019,30B,35,41401,41600,11612,12840,10340,13854,14272,14272,
2019,30B,35,41601,41800,11682,12919,10419,13922,14342,14342,
2019,30B,35,41801,42000,11752,12998,10498,13990,14412,14412,
2019,30B,35,42001,42200,11856,13076,10576,14092,14515,14515,
2019,30B,35,42201,42400,11966,13155,10655,14200,14625,14625,
2019,30B,35,42401,42600,12076,13234,10734,14309,14736,14736,
2019,30B,35,42601,42800,12186,13313,10813,14417,14845,14845,
2019,30B,35,42801,43000,12296,13391,10891,14525,14955,14955,
2019,30B,35,43001,43200,12406,13470,10970,14634,15065,15065,
2019,30B,35,43201,43400,12516,13549,11049,14742,15175,15175,
2019,30B,35,43401,43600,12626,13628,11128,14850,15285,15285,
2019,30B,35,43601,43800,12736,13706,11206,14959,15395,15395,
2019,30B,35,43801,44000,12846,13785,11285,15067,15505,15505,
2019,30B,35,44001,44200,12956,13864,11364,15175,15615,15615,
2019,30B,35,44201,44400,13066,13943,11443,15284,15725,15725,
2019,30B,35,44401,44600,13176,14021,11521,15392,15835,15835,
2019,30B,35,44601,44800,13286,14100,11600,15500,15945,15945,
2019,30B,35,44801,45000,13396,14179,11679,15608,16055,16055,
2019,30B,35,45001,45200,13506,14258,11758,15717,16165,16165,
2019,30B,35,45201,45400,13616,14336,11836,15825,16275,16275,
2019,30B,35,45401,45600,13726,14415,11915,15933,16385,16385,
2019,30B,35,45601,45800,13836,14534,12034,16042,16495,16495,
2019,30B,35,45801,46000,13946,14658,12158,16150,16605,16605,
2019,30B,35,46001,46200,14056,14781,12281,16258,16715,16715,
2019,30B,35,46201,46400,14166,14905,12405,16367,16825,16825,
2019,30B,35,46401,46600,14276,15029,12529,16475,16935,16935,
2019,30B,35,46601,46800,14386,15153,12653,16583,17045,17045,
2019,30B,35,46801,47000,14496,15276,12776,16692,17155,17155,
2019,30B,35,47001,47200,14606,15400,12900,16800,17265,17265,
2019,30B,35,47201,47400,14716,15524,13024,16908,17375,17375,
2019,30B,35,47401,47600,14826,15648,13148,17017,17486,17486,
2019,30B,35,47601,47800,14936,15771,13271,17125,17595,17595,
2019,30B,35,47801,48000,15046,15895,13395,17233,17705,17705,
2019,30B,35,48001,48200,15156,16019,13519,17341,17815,17815,
2019,30B,35,48201,48400,15266,16143,13643,17450,17925,17925,
2019,30B,35,48401,48600,15376,16266,13766,17558,18035,18035,
2019,30B,35,48601,48800,15486,16390,13890,17666,18145,18145,
2019,30B,35,48801,49000,15596,16514,14014,17775,18255,18255,
2019,30B,35,49001,49200,15706,16638,14138,17883,18365,18365,
2019,30B,35,49201,49400,15816,16761,14261,17991,18475,18475,
2019,30B,35,49401,49600,15926,16885,14385,18100,18585,18585,
2019,30B,35,49601,49800,16036,17009,14509,18208,18695,18695,
2019,30B,35,49801,50000,16146,17133,14633,18316,18805,18805,
2019,30B,35,50001,50200,16256,17256,14762,18424,18915,18915,
2019,30B,35,50201,50400,16366,17380,14892,18533,19025,19025,
2019,30B,35,50401,50600,16476,17504,15022,18641,19135,19135,
2019,30B,35,50601,50800,16586,17628,15152,18749,19245,19245,
2019,30B,35,50801,51000,16696,17751,15281,18858,19355,19355,
2019,30B,35,51001,51200,16806,17875,15411,18966,19465,19465,
2019,30B,35,51201,51400,16916,17999,15541,19074,19575,19575,
2019,30B,35,51401,51600,17026,18123,15671,19183,19685,19685,
2019,30B,35,51601,51800,17136,18246,15800,19291,19795,19795,
2019,30B,35,51801,52000,17246,18370,15930,19399,19905,19905,
2019,30B,35,52001,52200,17356,18494,16060,19508,20015,20015,
2019,30B,35,52201,52400,17466,18618,16190,19616,20125,20125,
2019,30B,35,52401,52600,17580,18732,16310,19724,20236,20236,
2019,30B,35,52601,52800,17696,18847,16431,19832,20345,20345,
2019,30B,35,52801,53000,17812,18957,16547,19941,20455,20455,
2019,30B,35,53001,53200,17928,19071,16667,20049,20565,20565,
2019,30B,35,53201,53400,18044,19186,16788,20157,20675,20675,
2019,30B,35,53401,53600,18160,19296,16904,20266,20785,20785,
2019,30B,35,53601,53800,18276,19410,17024,20374,20895,20895,
2019,30B,35,53801,54000,18392,19520,17140,20482,21005,21005,
2019,30B,35,54001,54200,18508,19635,17261,20591,21115,21115,
2019,30B,35,54201,54400,18624,19750,17382,20699,21225,21225,
2019,30B,35,54401,54600,18740,19860,17498,20807,21335,21335,
2019,30B,35,54601,54800,18856,19974,17618,20916,21445,21445,
2019,30B,35,54801,55000,18972,20084,17734,21024,21555,21555,
2019,30B,35,55001,55200,19088,20199,17855,21132,21665,21665,
2019,30B,35,55201,55400,19204,20309,17971,21240,21775,21775,
2019,30B,35,55401,55600,19320,20423,18091,21349,21885,21885,
2019,30B,35,55601,55800,19436,20538,18212,21457,21995,21995,
2019,30B,35,55801,56000,19552,20648,18328,21565,22105,22105,
2019,30B,35,56001,56200,19668,20763,18449,21674,22215,22215,
2019,30B,35,56201,56400,19784,20873,18565,21782,22325,22325,
2019,30B,35,56401,56600,19900,20987,18685,21890,22435,22435,
2019,30B,35,56601,56800,20016,21097,18801,21999,22545,22545,
2019,30B,35,56801,57000,20132,21212,18922,22107,22655,22655,
2019,30B,35,57001,57200,20248,21326,19042,22215,22765,22765,
2019,30B,35,57201,57400,20364,21436,19158,22324,22875,22875,
2019,30B,35,57401,57600,20480,21551,19279,22432,22986,22986,
2019,30B,35,57601,57800,20596,21661,19395,22540,23095,23095,
2019,30B,35,57801,58000,20712,21775,19515,22648,23205,23205,
2019,30B,35,58001,58200,20828,21885,19631,22757,23315,23315,
2019,30B,35,58201,58400,20944,22000,19752,22865,23425,23425,
2019,30B,35,58401,58600,21060,22115,19873,22974,23536,23536,
2019,30B,35,58601,58800,21186,22225,19989,23093,23656,23656,
2019,30B,35,58801,59000,21312,22339,20109,23211,23776,23776,
2019,30B,35,59001,59200,21438,22449,20225,23329,23896,23896,
2019,30B,35,59201,59400,21564,22564,20346,23447,24016,24016,
2019,30B,35,59401,59600,21690,22674,20462,23566,24136,24136,
2019,30B,35,59601,59800,21816,22788,20582,23684,24256,24256,
2019,30B,35,59801,60000,21942,22903,20703,23802,24376,24376,
2019,30B,35,60001,60200,22068,23013,20819,23921,24496,24496,
2019,30B,35,60201,60400,22194,23128,20940,24039,24616,24616,
2019,30B,35,60401,60600,22320,23238,21056,24157,24736,24736,
2019,30B,35,60601,60800,22446,23352,21176,24276,24856,24856,
2019,30B,35,60801,61000,22572,23467,21297,24394,24976,24976,
2019,30B,35,61001,61200,22698,23581,21417,24512,25096,25096,
2019,30B,35,61201,61400,22824,23706,21548,24631,25216,25216,
2019,30B,35,61401,61600,22950,23826,21674,24749,25336,25336,
2019,30B,35,61601,61800,23076,23951,21805,24867,25456,25456,
2019,30B,35,61801,62000,23202,24071,21931,24985,25576,25576,
2019,30B,35,62001,62200,23328,24196,22062,25104,25696,25696,
2019,30B,35,62201,62400,23454,24321,22193,25222,25816,25816,
2019,30B,35,62401,62600,23581,24441,22319,25340,25936,25936,
2019,30B,35,62601,62800,23706,24566,22450,25459,26056,26056,
2019,30B,35,62801,63000,23832,24686,22576,25577,26176,26176,
2019,30B,35,63001,63200,23958,24811,22707,25695,26296,26296,
2019,30B,35,63201,63400,24084,24931,22833,25814,26416,26416,
2019,30B,35,63401,63600,24210,25056,22964,25932,26536,26536,
2019,30B,35,63601,63800,24336,25181,23095,26050,26656,26656,
2019,30B,35,63801,64000,24462,25301,23221,26169,26776,26776,
2019,30B,35,64001,64200,24588,25426,23352,26287,26896,26896,
2019,30B,35,64201,64400,24714,25546,23478,26405,27016,27016,
2019,30B,35,64401,64600,24840,25671,23609,26523,27136,27136,
2019,30B,35,64601,64800,24966,25791,23735,26642,27256,27256,
2019,30B,35,64801,65000,25092,25916,23866,26760,27376,27376,
2019,30B,35,65001,65200,25218,26041,23997,26878,27496,27496,
2019,30B,35,65201,65400,25344,26161,24123,26997,27616,27616,
2019,30B,35,65401,65600,25470,26286,24254,27115,27736,27736,
2019,30B,35,65601,65800,25596,26406,24380,27233,27856,27856,
2019,30B,35,65801,66000,25722,26531,24511,27352,27976,27976,
2019,30B,35,66001,66200,25848,26651,24637,27470,28096,28096,
2019,30B,35,66201,66400,25974,26776,24768,27588,28216,28216,
2019,30B,35,66401,66600,26100,26901,24899,27707,28336,28336,
2019,30B,35,66601,66800,26226,27021,25025,27825,28456,28456,
2019,30B,35,66801,67000,26352,27146,25156,27943,28576,28576,
2019,30B,35,67001,67200,26478,27266,25282,28061,28696,28696,
2019,30B,35,67201,67400,26604,27391,25413,28180,28816,28816,
2019,30B,35,67401,67600,26731,27516,25544,28298,28936,28936,
2019,30B,35,67601,67800,26856,27636,25670,28416,29056,29056,
2019,30B,35,67801,68000,26982,27761,25801,28535,29176,29176,
2019,30B,35,68001,68200,27108,27881,25927,28653,29296,29296,
2019,30B,35,68201,68400,27234,28006,26058,28771,29416,29416,
2019,30B,35,68401,68600,27360,28126,26184,28890,29536,29536,
2019,30B,35,68601,68800,27486,28251,26315,29008,29656,29656,
2019,30B,35,68801,69000,27612,28376,26446,29126,29776,29776,
2019,30B,35,69001,69200,27738,28496,26572,29245,29896,29896,
2019,30B,35,69201,69400,27864,28621,26703,29363,30016,30016,
2019,30B,35,69401,69600,27990,28741,26829,29481,30136,30136,
2019,30B,35,69601,69800,28116,28866,26960,29599,30256,30256,
2019,30B,35,69801,70000,28242,28986,27086,29718,30376,30376,
2019,30B,35,70001,70200,28368,29111,27217,29836,30496,30496,
2019,30B,35,70201,70400,28494,29236,27348,29954,30616,30616,
2019,30B,35,70401,70600,28620,29356,27474,30073,30736,30736,
2019,30B,35,70601,70800,28746,29481,27605,30191,30856,30856,
2019,30B,35,70801,71000,28872,29601,27731,30309,30976,30976,
2019,30B,35,71001,71200,28998,29726,27862,30428,31096,31096,
2019,30B,35,71201,71400,29124,29846,27988,30546,31216,31216,
2019,30B,35,71401,71600,29250,29971,28119,30664,31336,31336,
2019,30B,35,71601,71800,29376,30096,28250,30783,31456,31456,
2019,30B,35,71801,72000,29502,30216,28376,30901,31576,31576,
2019,30B,35,72001,72200,29628,30341,28507,31019,31696,31696,
2019,30B,35,72201,72400,29754,30461,28633,31137,31816,31816,
2019,30B,35,72401,72600,29881,30586,28764,31256,31936,31936,
2019,30B,35,72601,72800,30006,30711,28895,31374,32056,32056,
2019,30B,35,72801,73000,30132,30831,29021,31492,32176,32176,
2019,30B,35,73001,73200,30258,30956,29152,31611,32296,32296,
2019,30B,35,73201,73400,30384,31076,29278,31729,32416,32416,
2019,30B,35,73401,73600,30510,31201,29409,31847,32536,32536,
2019,30B,35,73601,73800,30636,31321,29535,31966,32656,32656,
2019,30B,35,73801,74000,30762,31446,29666,32084,32776,32776,
2019,30B,35,74001,74200,30888,31571,29797,32202,32896,32896,
2019,30B,35,74201,74400,31014,31691,29923,32321,33016,33016,
2019,30B,35,74401,74600,31140,31816,30054,32439,33136,33136,
2019,30B,35,74601,74800,31266,31936,30180,32557,33256,33256,
2019,30B,35,74801,75000,31392,32061,30311,32675,33376,33376,
2019,30B,35,75001,75200,31518,32181,30437,32794,33496,33496,
2019,30B,35,75201,75400,31644,32306,30568,32912,33616,33616,
2019,30B,35,75401,75600,31770,32431,30699,33030,33736,33736,
2019,30B,35,75601,75800,31896,32551,30825,33149,33856,33856,
2019,30B,35,75801,76000,32022,32676,30956,33267,33976,33976,
2019,30B,35,76001,76200,32148,32796,31082,33385,34096,34096,
2019,30B,35,76201,76400,32274,32921,31213,33504,34216,34216,
2019,30B,35,76401,76600,32400,33041,31339,33622,34336,34336,
2019,30B,35,76601,76800,32526,33166,31470,33740,34456,34456,
2019,30B,35,76801,77000,32652,33291,31601,33859,34576,34576,
2019,30B,35,77001,77200,32778,33411,31727,33977,34696,34696,
2019,30B,35,77201,77400,32904,33536,31858,34095,34816,34816,
2019,30B,35,77401,77600,33031,33656,31984,34214,34936,34936,
2019,30B,35,77601,77800,33156,33781,32115,34332,35056,35056,
2019,30B,35,77801,78000,33282,33901,32241,34450,35176,35176,
2019,30B,35,78001,78200,33408,34026,32372,34568,35296,35296,
2019,30B,35,78201,78400,33534,34151,32503,34687,35416,35416,
2019,30B,35,78401,78600,33660,34271,32629,34805,35536,35536,
2019,30B,35,78601,78800,33786,34396,32760,34923,35656,35656,
2019,30B,35,78801,79000,33912,34516,32886,35042,35776,35776,
2019,30B,35,79001,79200,34038,34641,33017,35160,35896,35896,
2019,30B,35,79201,79400,34164,34766,33148,35278,36016,36016,
2019,30B,35,79401,79600,34290,34886,33274,35397,36136,36136,
2019,30B,35,79601,79800,34416,35011,33405,35515,36256,36256,
2019,30B,35,79801,80000,34542,35131,33531,35633,36376,36376,
2019,0,3,35,80001,80200,43,44,42,45,45,45
2019,0,3,35,80201,81200,43,44,42,45,46,46
2019,0,3,35,81201,82000,44,44,42,45,46,46
2019,0,3,35,82001,82600,44,44,43,45,46,46
2019,0,3,35,82601,85600,44,45,43,45,46,46
2019,0,3,35,85601,86000,45,45,43,46,46,46
2019,0,3,35,86001,87800,45,45,44,46,47,47
2019,0,3,35,87801,90200,45,46,44,46,47,47
2019,0,3,35,90201,90600,45,46,45,46,47,47
2019,0,3,35,90601,92200,46,46,45,46,47,47
2019,0,3,35,92201,92800,46,46,45,47,47,47
2019,0,3,35,92801,93800,46,46,45,47,48,48
2019,0,3,35,93801,95000,46,47,45,47,48,48
2019,0,3,35,95001,96000,46,47,46,47,48,48
2019,0,3,35,96001,100200,47,47,46,47,48,48
2019,0,3,35,100201,100400,47,47,46,48,48,48
2019,0,3,35,100401,101000,47,48,47,48,48,48
2019,0,3,35,101001,102200,47,48,47,48,49,49
2019,0,3,35,102201,106200,48,48,47,48,49,49
2019,0,3,35,106201,108200,48,48,48,48,49,49
2019,0,3,35,108201,109200,48,49,48,48,49,49
2019,0,3,35,109201,109600,49,49,48,48,49,49
2019,0,3,35,109601,110600,49,49,48,49,49,49
2019,0,3,35,110601,113000,49,49,48,49,50,50
2019,0,3,35,113001,117400,49,49,49,49,50,50
2019,0,3,35,117401,120600,50,50,49,49,50,50
2019,0,3,35,120601,121000,50,50,50,49,50,50
2019,0,3,35,121001,122200,50,50,50,50,50,50
2019,0,3,35,122201,126800,50,50,50,50,51,51
2019,0,3,35,126801,128000,51,50,50,50,51,51
2019,0,3,35,128001,129200,51,51,50,50,51,51
2019,0,3,35,129201,135000,51,51,51,50,51,51
2019,0,3,35,135001,136600,51,51,51,51,51,51
2019,0,3,35,136601,137800,51,51,51,51,52,52
2019,0,3,35,137801,142600,52,51,51,51,52,52
2019,0,3,35,142601,152600,52,52,52,51,52,52
2019,0,3,35,152601,154800,52,52,52,52,52,52
2019,0,3,35,154801,161600,53,52,52,52,53,53
2019,0,3,35,161601,175600,53,53,53,52,53,53
2019,0,3,35,175601,178800,53,53,53,53,53,53
2019,0,3,35,178801,186400,54,53,53,53,54,54
2019,0,3,35,186401,206600,54,54,54,53,54,54
2019,0,3,35,206601,211200,54,54,54,54,54,54
2019,0,3,35,211201,220400,55,54,54,54,55,55
2019,0,3,35,220401,251000,55,55,55,54,55,55
2019,0,3,35,251001,258200,55,55,55,55,55,55
2019,0,3,35,258201,269400,56,55,55,55,56,56
2019,0,3,35,269401,319800,56,56,56,55,56,56
