År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2017;01 14  01;UPPLANDS VÄSBY;EDS FÖRSAMLING;32.731;31.846;19.52;12.08;0.246;0.885
2017;01 14  02;UPPLANDS VÄSBY;HAMMARBY FÖRSAMLING;32.681;31.846;19.52;12.08;0.246;0.835
2017;01 14  03;UPPLANDS VÄSBY;FRESTA FÖRSAMLING;32.641;31.846;19.52;12.08;0.246;0.795
2017;01 15  01;VALLENTUNA;VALLENTUNA FÖRSAMLING;32.161;31.326;19.00;12.08;0.246;0.835
2017;01 15  07;VALLENTUNA;ÖSSEBY FÖRSAMLING;32.466;31.326;19.00;12.08;0.246;1.14
2017;01 17  02;ÖSTERÅKER;ÖSTERÅKER-ÖSTRA RYDS FÖRSAMLING;30.811;30.076;17.75;12.08;0.246;0.735
2017;01 17  03;ÖSTERÅKER;LJUSTERÖ-KULLA FÖRSAMLING;31.131;30.076;17.75;12.08;0.246;1.055
2017;01 20  01;VÄRMDÖ;VÄRMDÖ FÖRSAMLING;32.371;31.506;19.18;12.08;0.246;0.865
2017;01 20  03;VÄRMDÖ;DJURÖ, MÖJA OCH NÄMDÖ FÖRSAMLING;32.671;31.506;19.18;12.08;0.246;1.165
2017;01 20  06;VÄRMDÖ;GUSTAVSBERG-INGARÖ FÖRSAMLING;32.281;31.506;19.18;12.08;0.246;0.775
2017;01 23  04;JÄRFÄLLA;JÄRFÄLLA FÖRSAMLING;32.161;31.476;19.15;12.08;0.246;0.685
2017;01 25  01;EKERÖ;ADELSÖ-MUNSÖ FÖRSAMLING;32.511;31.576;19.25;12.08;0.246;0.935
2017;01 25  03;EKERÖ;EKERÖ FÖRSAMLING;32.511;31.576;19.25;12.08;0.246;0.935
2017;01 25  04;EKERÖ;LOVÖ FÖRSAMLING;32.511;31.576;19.25;12.08;0.246;0.935
2017;01 25  09;EKERÖ;FÄRINGSÖ FÖRSAMLING;32.531;31.576;19.25;12.08;0.246;0.955
2017;01 26  01;HUDDINGE;HUDDINGE FÖRSAMLING;32.911;32.196;19.87;12.08;0.246;0.715
2017;01 26  02;HUDDINGE;TRÅNGSUND-SKOGÅS FÖRSAMLING;32.911;32.196;19.87;12.08;0.246;0.715
2017;01 26  03;HUDDINGE;S:T MIKAELS FÖRSAMLING;32.911;32.196;19.87;12.08;0.246;0.715
2017;01 26  04;HUDDINGE;FLEMINGSBERGS FÖRSAMLING;32.911;32.196;19.87;12.08;0.246;0.715
2017;01 27  01;BOTKYRKA;BOTKYRKA FÖRSAMLING;33.411;32.476;20.15;12.08;0.246;0.935
2017;01 27  02;BOTKYRKA;GRÖDINGE FÖRSAMLING;33.486;32.476;20.15;12.08;0.246;1.01
2017;01 28  01;SALEM;SALEMS FÖRSAMLING;32.835;31.996;19.67;12.08;0.246;0.839
2017;01 36  01;HANINGE;ÖSTERHANINGE FÖRSAMLING;32.851;32.006;19.68;12.08;0.246;0.845
2017;01 36  05;HANINGE;DALARÖ-ORNÖ-UTÖ FÖRSAMLING;32.871;32.006;19.68;12.08;0.246;0.865
2017;01 36  06;HANINGE;VÄSTERHANINGE-MUSKÖ FÖRSAMLING;32.781;32.006;19.68;12.08;0.246;0.775
2017;01 38  01;TYRESÖ;TYRESÖ FÖRSAMLING;32.641;31.826;19.50;12.08;0.246;0.815
2017;01 39  01;UPPLANDS-BRO;BRO FÖRSAMLING;32.866;31.926;19.60;12.08;0.246;0.94
2017;01 39  03;UPPLANDS-BRO;KUNGSÄNGEN-VÄSTRA RYDS FÖRSAMLING;32.806;31.926;19.60;12.08;0.246;0.88
2017;01 40  01;NYKVARN;TURINGE-TAXINGE FÖRSAMLING;33.366;32.296;19.97;12.08;0.246;1.07
2017;01 60  01;TÄBY;TÄBY FÖRSAMLING;30.651;29.876;17.55;12.08;0.246;0.775
2017;01 62  01;DANDERYD;DANDERYDS FÖRSAMLING;30.401;29.676;17.35;12.08;0.246;0.725
2017;01 63  01;SOLLENTUNA;SOLLENTUNA FÖRSAMLING;31.241;30.446;18.12;12.08;0.246;0.795
2017;01 80  01;STOCKHOLM;STOCKHOLMS DOMKYRKOFÖRSAMLING;31.08;30.055;17.90;12.08;0.075;1.025
2017;01 80  04;STOCKHOLM;S:T JOHANNES FÖRSAMLING;30.99;30.055;17.90;12.08;0.075;0.935
2017;01 80  05;STOCKHOLM;ADOLF FREDRIKS FÖRSAMLING;31.03;30.055;17.90;12.08;0.075;0.975
2017;01 80  06;STOCKHOLM;GUSTAV VASA FÖRSAMLING;31.03;30.055;17.90;12.08;0.075;0.975
2017;01 80  07;STOCKHOLM;S:T MATTEUS FÖRSAMLING;30.72;30.055;17.90;12.08;0.075;0.665
2017;01 80  09;STOCKHOLM;ENGELBREKTS FÖRSAMLING;30.84;30.055;17.90;12.08;0.075;0.785
2017;01 80  10;STOCKHOLM;HEDVIG ELEONORA FÖRSAMLING;30.79;30.055;17.90;12.08;0.075;0.735
2017;01 80  11;STOCKHOLM;OSCARS FÖRSAMLING;30.74;30.055;17.90;12.08;0.075;0.685
2017;01 80  13;STOCKHOLM;MARIA MAGDALENA FÖRSAMLING;30.92;30.055;17.90;12.08;0.075;0.865
2017;01 80  14;STOCKHOLM;HÖGALIDS FÖRSAMLING;30.83;30.055;17.90;12.08;0.075;0.775
2017;01 80  15;STOCKHOLM;KATARINA FÖRSAMLING;30.87;30.055;17.90;12.08;0.075;0.815
2017;01 80  17;STOCKHOLM;SOFIA FÖRSAMLING;30.88;30.055;17.90;12.08;0.075;0.825
2017;01 80  19;STOCKHOLM;VÄSTERMALMS FÖRSAMLING;30.75;30.055;17.90;12.08;0.075;0.695
2017;01 80  21;STOCKHOLM;BRÄNNKYRKA FÖRSAMLING;30.81;30.055;17.90;12.08;0.075;0.755
2017;01 80  23;STOCKHOLM;VANTÖRS FÖRSAMLING;30.80;30.055;17.90;12.08;0.075;0.745
2017;01 80  25;STOCKHOLM;FARSTA FÖRSAMLING;30.92;30.055;17.90;12.08;0.075;0.865
2017;01 80  27;STOCKHOLM;BROMMA FÖRSAMLING;30.71;30.055;17.90;12.08;0.075;0.655
2017;01 80  29;STOCKHOLM;VÄSTERLEDS FÖRSAMLING;30.76;30.055;17.90;12.08;0.075;0.705
2017;01 80  31;STOCKHOLM;VÄLLINGBY FÖRSAMLING;30.78;30.055;17.90;12.08;0.075;0.725
2017;01 80  34;STOCKHOLM;ENSKEDE-ÅRSTA FÖRSAMLING;30.85;30.055;17.90;12.08;0.075;0.795
2017;01 80  36;STOCKHOLM;SKARPNÄCKS FÖRSAMLING;30.84;30.055;17.90;12.08;0.075;0.785
2017;01 80  38;STOCKHOLM;HÄSSELBY FÖRSAMLING;30.74;30.055;17.90;12.08;0.075;0.685
2017;01 80  39;STOCKHOLM;HÄGERSTENS FÖRSAMLING;30.715;30.055;17.90;12.08;0.075;0.66
2017;01 80  40;STOCKHOLM;SKÄRHOLMENS FÖRSAMLING;30.95;30.055;17.90;12.08;0.075;0.895
2017;01 80  41;STOCKHOLM;SPÅNGA-KISTA FÖRSAMLING;30.78;30.055;17.90;12.08;0.075;0.725
2017;01 81  01;SÖDERTÄLJE;SÖDERTÄLJE FÖRSAMLING;33.366;32.476;20.15;12.08;0.246;0.89
2017;01 81  02;SÖDERTÄLJE;ÖSTERTÄLJE FÖRSAMLING;33.366;32.476;20.15;12.08;0.246;0.89
2017;01 81  04;SÖDERTÄLJE;ENHÖRNA FÖRSAMLING;33.686;32.476;20.15;12.08;0.246;1.21
2017;01 81  06;SÖDERTÄLJE;VÅRDINGE FÖRSAMLING;33.546;32.476;20.15;12.08;0.246;1.07
2017;01 81  07;SÖDERTÄLJE;ÖVERJÄRNA FÖRSAMLING;33.546;32.476;20.15;12.08;0.246;1.07
2017;01 81  08;SÖDERTÄLJE;YTTERJÄRNA FÖRSAMLING;33.546;32.476;20.15;12.08;0.246;1.07
2017;01 81  10;SÖDERTÄLJE;HÖLÖ-MÖRKÖ FÖRSAMLING;33.586;32.476;20.15;12.08;0.246;1.11
2017;01 82  01;NACKA;NACKA FÖRSAMLING;31.651;30.856;18.53;12.08;0.246;0.795
2017;01 82  02;NACKA;SALTSJÖBADENS FÖRSAMLING;31.731;30.856;18.53;12.08;0.246;0.875
2017;01 82  03;NACKA;BOO FÖRSAMLING;31.641;30.856;18.53;12.08;0.246;0.785
2017;01 83  01;SUNDBYBERG;SUNDBYBERGS FÖRSAMLING;31.946;31.226;18.90;12.08;0.246;0.72
2017;01 84  01;SOLNA;SOLNA FÖRSAMLING;30.131;29.446;17.12;12.08;0.246;0.685
2017;01 86  01;LIDINGÖ;LIDINGÖ FÖRSAMLING;31.631;30.966;18.64;12.08;0.246;0.665
2017;01 87  01;VAXHOLM;VAXHOLMS FÖRSAMLING;32.951;32.106;19.78;12.08;0.246;0.845
2017;01 88  01;NORRTÄLJE;NORRTÄLJE-MALSTA FÖRSAMLING;32.836;32.046;19.72;12.08;0.246;0.79
2017;01 88  03;NORRTÄLJE;VÄDDÖ OCH BJÖRKÖ-ARHOLMA FÖRSAMLING;33.366;32.046;19.72;12.08;0.246;1.32
2017;01 88  05;NORRTÄLJE;HÄVERÖ-EDEBO-SINGÖ FÖRSAMLING;33.478;32.046;19.72;12.08;0.246;1.432
2017;01 88  08;NORRTÄLJE;EDSBRO-UNUNGE FÖRSAMLING;33.206;32.046;19.72;12.08;0.246;1.16
2017;01 88  09;NORRTÄLJE;FASTERNA FÖRSAMLING;32.906;32.046;19.72;12.08;0.246;0.86
2017;01 88  10;NORRTÄLJE;RIMBO FÖRSAMLING;32.906;32.046;19.72;12.08;0.246;0.86
2017;01 88  12;NORRTÄLJE;HUSBY, SKEDERIDS OCH RÖ FÖRSAMLING;32.906;32.046;19.72;12.08;0.246;0.86
2017;01 88  14;NORRTÄLJE;GOTTRÖRA FÖRSAMLING;32.906;32.046;19.72;12.08;0.246;0.86
2017;01 88  15;NORRTÄLJE;NÄRTUNA FÖRSAMLING;32.906;32.046;19.72;12.08;0.246;0.86
2017;01 88  17;NORRTÄLJE;LOHÄRADS FÖRSAMLING;33.206;32.046;19.72;12.08;0.246;1.16
2017;01 88  18;NORRTÄLJE;ESTUNA OCH SÖDERBY-KARLS FÖRSAMLING;33.206;32.046;19.72;12.08;0.246;1.16
2017;01 88  20;NORRTÄLJE;ROSLAGSBRO-VÄTÖ FÖRSAMLING;33.406;32.046;19.72;12.08;0.246;1.36
2017;01 88  22;NORRTÄLJE;RÅDMANSÖ FÖRSAMLING;33.416;32.046;19.72;12.08;0.246;1.37
2017;01 88  23;NORRTÄLJE;FRÖTUNA FÖRSAMLING;33.416;32.046;19.72;12.08;0.246;1.37
2017;01 88  24;NORRTÄLJE;BLIDÖ FÖRSAMLING;33.066;32.046;19.72;12.08;0.246;1.02
2017;01 88  25;NORRTÄLJE;LÄNNA FÖRSAMLING;33.066;32.046;19.72;12.08;0.246;1.02
2017;01 88  26;NORRTÄLJE;RIALA FÖRSAMLING;33.066;32.046;19.72;12.08;0.246;1.02
2017;01 91  01;SIGTUNA;SIGTUNA FÖRSAMLING;33.446;32.326;20.00;12.08;0.246;1.12
2017;01 91  06;SIGTUNA;HUSBY-ÄRLINGHUNDRA FÖRSAMLING;33.256;32.326;20.00;12.08;0.246;0.93
2017;01 91  08;SIGTUNA;NORRSUNDA FÖRSAMLING;33.256;32.326;20.00;12.08;0.246;0.93
2017;01 91  09;SIGTUNA;SKEPPTUNA FÖRSAMLING;33.256;32.326;20.00;12.08;0.246;0.93
2017;01 91  12;SIGTUNA;VALSTA FÖRSAMLING;33.256;32.326;20.00;12.08;0.246;0.93
2017;01 92  01;NYNÄSHAMN;NYNÄSHAMNS FÖRSAMLING;33.066;32.176;19.85;12.08;0.246;0.89
2017;01 92  02;NYNÄSHAMN;SORUNDA FÖRSAMLING;32.946;32.176;19.85;12.08;0.246;0.77
2017;01 92  04;NYNÄSHAMN;ÖSMO-TORÖ FÖRSAMLING;33.246;32.176;19.85;12.08;0.246;1.07
2017;03 05  01;HÅBO;KALMAR-YTTERGRANS FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 05  03;HÅBO;ÖVERGRANS FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 05  04;HÅBO;HÄGGEBY FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 05  05;HÅBO;SKOKLOSTERS FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 19  02;ÄLVKARLEBY;ÄLVKARLEBY-SKUTSKÄRS FÖRSAMLING;35.686;34.646;22.69;11.71;0.246;1.04
2017;03 30  01;KNIVSTA;KNIVSTA FÖRSAMLING;33.896;32.866;20.91;11.71;0.246;1.03
2017;03 30  02;KNIVSTA;ÖSTUNA FÖRSAMLING;33.896;32.866;20.91;11.71;0.246;1.03
2017;03 30  03;KNIVSTA;HUSBY-LÅNGHUNDRA FÖRSAMLING;33.896;32.866;20.91;11.71;0.246;1.03
2017;03 30  04;KNIVSTA;LAGGA FÖRSAMLING;33.896;32.866;20.91;11.71;0.246;1.03
2017;03 30  05;KNIVSTA;ALSIKE FÖRSAMLING;33.896;32.866;20.91;11.71;0.246;1.03
2017;03 30  06;KNIVSTA;VASSUNDA FÖRSAMLING;33.896;32.866;20.91;11.71;0.246;1.03
2017;03 31  01;HEBY;VÄSTERLÖVSTA FÖRSAMLING;35.696;34.456;22.50;11.71;0.246;1.24
2017;03 31  02;HEBY;HUDDUNGE FÖRSAMLING;35.696;34.456;22.50;11.71;0.246;1.24
2017;03 31  03;HEBY;ENÅKERS FÖRSAMLING;35.696;34.456;22.50;11.71;0.246;1.24
2017;03 31  04;HEBY;VITTINGE FÖRSAMLING;35.726;34.456;22.50;11.71;0.246;1.27
2017;03 31  05;HEBY;NORA FÖRSAMLING;35.696;34.456;22.50;11.71;0.246;1.24
2017;03 31  06;HEBY;ÖSTERVÅLA FÖRSAMLING;35.776;34.456;22.50;11.71;0.246;1.32
2017;03 31  07;HEBY;HARBO FÖRSAMLING;35.776;34.456;22.50;11.71;0.246;1.32
2017;03 60  01;TIERP;TOLFTA FÖRSAMLING;34.366;32.946;20.99;11.71;0.246;1.42
2017;03 60  03;TIERP;VENDEL-TEGELSMORA FÖRSAMLING;34.496;32.946;20.99;11.71;0.246;1.55
2017;03 60  05;TIERP;TIERP-SÖDERFORS FÖRSAMLING;34.326;32.946;20.99;11.71;0.246;1.38
2017;03 60  07;TIERP;VÄSTLANDS FÖRSAMLING;34.366;32.946;20.99;11.71;0.246;1.42
2017;03 60  08;TIERP;HÅLLNÄS-ÖSTERLÖVSTA FÖRSAMLING;34.366;32.946;20.99;11.71;0.246;1.42
2017;03 80  01;UPPSALA;UPPSALA DOMKYRKOFÖRSAMLING;34.016;33.096;21.14;11.71;0.246;0.92
2017;03 80  02;UPPSALA;HELGA TREFALDIGHETS FÖRSAMLING;34.016;33.096;21.14;11.71;0.246;0.92
2017;03 80  03;UPPSALA;GAMLA UPPSALA FÖRSAMLING;34.016;33.096;21.14;11.71;0.246;0.92
2017;03 80  04;UPPSALA;VAKSALA FÖRSAMLING;34.016;33.096;21.14;11.71;0.246;0.92
2017;03 80  05;UPPSALA;DANMARK-FUNBO FÖRSAMLING;34.146;33.096;21.14;11.71;0.246;1.05
2017;03 80  07;UPPSALA;HAGBY FÖRSAMLING;34.296;33.096;21.14;11.71;0.246;1.20
2017;03 80  08;UPPSALA;RAMSTA FÖRSAMLING;34.296;33.096;21.14;11.71;0.246;1.20
2017;03 80  09;UPPSALA;BALINGSTA FÖRSAMLING;34.296;33.096;21.14;11.71;0.246;1.20
2017;03 80  10;UPPSALA;VÄSTERÅKERS FÖRSAMLING;34.296;33.096;21.14;11.71;0.246;1.20
2017;03 80  11;UPPSALA;DALBY FÖRSAMLING;34.296;33.096;21.14;11.71;0.246;1.20
2017;03 80  12;UPPSALA;UPPSALA-NÄS FÖRSAMLING;34.296;33.096;21.14;11.71;0.246;1.20
2017;03 80  14;UPPSALA;NORRA HAGUNDA FÖRSAMLING;34.366;33.096;21.14;11.71;0.246;1.27
2017;03 80  21;UPPSALA;BÄLINGEBYGDENS FÖRSAMLING;34.246;33.096;21.14;11.71;0.246;1.15
2017;03 80  22;UPPSALA;SKUTTUNGE FÖRSAMLING;34.316;33.096;21.14;11.71;0.246;1.22
2017;03 80  23;UPPSALA;TENSTA FÖRSAMLING;34.166;33.096;21.14;11.71;0.246;1.07
2017;03 80  24;UPPSALA;LENA FÖRSAMLING;34.166;33.096;21.14;11.71;0.246;1.07
2017;03 80  25;UPPSALA;ÄRENTUNA FÖRSAMLING;34.166;33.096;21.14;11.71;0.246;1.07
2017;03 80  26;UPPSALA;BJÖRKLINGE FÖRSAMLING;34.316;33.096;21.14;11.71;0.246;1.22
2017;03 80  27;UPPSALA;VIKSTA FÖRSAMLING;34.316;33.096;21.14;11.71;0.246;1.22
2017;03 80  28;UPPSALA;KNUTBY-BLADÅKERS FÖRSAMLING;34.236;33.096;21.14;11.71;0.246;1.14
2017;03 80  30;UPPSALA;FARINGE FÖRSAMLING;34.236;33.096;21.14;11.71;0.246;1.14
2017;03 80  31;UPPSALA;ALMUNGE FÖRSAMLING;34.236;33.096;21.14;11.71;0.246;1.14
2017;03 80  38;UPPSALA;GOTTSUNDA FÖRSAMLING;34.016;33.096;21.14;11.71;0.246;0.92
2017;03 80  39;UPPSALA;STAVBY FÖRSAMLING;34.316;33.096;21.14;11.71;0.246;1.22
2017;03 80  40;UPPSALA;TUNA FÖRSAMLING;34.316;33.096;21.14;11.71;0.246;1.22
2017;03 80  41;UPPSALA;RASBO FÖRSAMLING;34.316;33.096;21.14;11.71;0.246;1.22
2017;03 80  42;UPPSALA;RASBOKILS FÖRSAMLING;34.316;33.096;21.14;11.71;0.246;1.22
2017;03 81  01;ENKÖPING;ENKÖPINGS FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 81  05;ENKÖPING;TILLINGE OCH SÖDRA ÅSUNDA FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 81  07;ENKÖPING;SPARRSÄTRA-BREDS FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 81  11;ENKÖPING;BOGLÖSA FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 81  14;ENKÖPING;VECKHOLMS FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 81  17;ENKÖPING;VILLBERGA FÖRSAMLING;34.416;33.296;21.34;11.71;0.246;1.12
2017;03 81  30;ENKÖPING;LAGUNDA FÖRSAMLING;34.746;33.296;21.34;11.71;0.246;1.45
2017;03 81  31;ENKÖPING;FJÄRDHUNDRA FÖRSAMLING;34.706;33.296;21.34;11.71;0.246;1.41
2017;03 82  04;ÖSTHAMMAR;FRÖSÅKERS FÖRSAMLING;34.876;33.646;21.69;11.71;0.246;1.23
2017;03 82  07;ÖSTHAMMAR;ÖREGRUND-GRÄSÖ FÖRSAMLING;34.876;33.646;21.69;11.71;0.246;1.23
2017;03 82  09;ÖSTHAMMAR;ALUNDA FÖRSAMLING;35.036;33.646;21.69;11.71;0.246;1.39
2017;03 82  10;ÖSTHAMMAR;EKEBY FÖRSAMLING;35.006;33.646;21.69;11.71;0.246;1.36
2017;03 82  11;ÖSTHAMMAR;SKÄFTHAMMAR-HÖKHUVUDS FÖRSAMLING;35.006;33.646;21.69;11.71;0.246;1.36
2017;03 82  13;ÖSTHAMMAR;DANNEMORABYGDENS FÖRSAMLING;35.006;33.646;21.69;11.71;0.246;1.36
2017;04 28  01;VINGÅKER;VÄSTRA VINGÅKERS FÖRSAMLING;34.786;33.746;22.73;10.77;0.246;1.04
2017;04 28  02;VINGÅKER;ÖSTERÅKERS FÖRSAMLING;34.786;33.746;22.73;10.77;0.246;1.04
2017;04 61  01;GNESTA;FRUSTUNA FÖRSAMLING;34.486;33.196;22.18;10.77;0.246;1.29
2017;04 61  04;GNESTA;DAGA FÖRSAMLING;34.516;33.196;22.18;10.77;0.246;1.32
2017;04 80  02;NYKÖPING;NYKÖPINGS FÖRSAMLING;33.666;32.496;21.48;10.77;0.246;1.17
2017;04 80  05;NYKÖPING;TUNABERGS FÖRSAMLING;33.876;32.496;21.48;10.77;0.246;1.38
2017;04 80  07;NYKÖPING;KILADALENS FÖRSAMLING;33.756;32.496;21.48;10.77;0.246;1.26
2017;04 80  10;NYKÖPING;STIGTOMTA-VRENA FÖRSAMLING;33.816;32.496;21.48;10.77;0.246;1.32
2017;04 80  19;NYKÖPING;RÖNÖ FÖRSAMLING;33.846;32.496;21.48;10.77;0.246;1.35
2017;04 80  20;NYKÖPING;TYSTBERGABYGDENS FÖRSAMLING;34.086;32.496;21.48;10.77;0.246;1.59
2017;04 81  01;OXELÖSUND;OXELÖSUNDS FÖRSAMLING;34.336;33.296;22.28;10.77;0.246;1.04
2017;04 82  01;FLEN;FLEN, HELGESTA-HYLTINGE FÖRSAMLING;34.246;33.346;22.33;10.77;0.246;0.90
2017;04 82  05;FLEN;DUNKER-LILLA MALMA FÖRSAMLING;34.606;33.346;22.33;10.77;0.246;1.26
2017;04 82  07;FLEN;MELLÖSA FÖRSAMLING;34.816;33.346;22.33;10.77;0.246;1.47
2017;04 82  08;FLEN;BETTNA FÖRSAMLING;34.706;33.346;22.33;10.77;0.246;1.36
2017;04 83  01;KATRINEHOLM;KATRINEHOLMSBYGDENS FÖRSAMLING;34.246;33.196;22.18;10.77;0.246;1.05
2017;04 83  02;KATRINEHOLM;BJÖRKVIKS FÖRSAMLING;34.696;33.196;22.18;10.77;0.246;1.50
2017;04 84  02;ESKILSTUNA;ESKILSTUNA FÖRSAMLING;33.996;33.096;22.08;10.77;0.246;0.90
2017;04 84  03;ESKILSTUNA;TORSHÄLLA FÖRSAMLING;34.036;33.096;22.08;10.77;0.246;0.94
2017;04 84  10;ESKILSTUNA;HÄLLBY FÖRSAMLING MED TUMBO OCH RÅBY;34.236;33.096;22.08;10.77;0.246;1.14
2017;04 84  13;ESKILSTUNA;VÄSTRA REKARNE FÖRSAMLING;34.336;33.096;22.08;10.77;0.246;1.24
2017;04 84  17;ESKILSTUNA;NÄSHULTA FÖRSAMLING;34.116;33.096;22.08;10.77;0.246;1.02
2017;04 84  18;ESKILSTUNA;HUSBY-REKARNE FÖRSAMLING;34.116;33.096;22.08;10.77;0.246;1.02
2017;04 84  20;ESKILSTUNA;STENKVISTA-ÄRLA FÖRSAMLING;34.326;33.096;22.08;10.77;0.246;1.23
2017;04 84  21;ESKILSTUNA;KAFJÄRDENS FÖRSAMLING;33.936;33.096;22.08;10.77;0.246;0.84
2017;04 86  01;STRÄNGNÄS;STRÄNGNÄS DOMKYRKOFÖRSAMLING MED ASP;33.766;32.746;21.73;10.77;0.246;1.02
2017;04 86  04;STRÄNGNÄS;MARIEFREDS FÖRSAMLING;33.856;32.746;21.73;10.77;0.246;1.11
2017;04 86  06;STRÄNGNÄS;ÅKER-LÄNNA FÖRSAMLING;34.036;32.746;21.73;10.77;0.246;1.29
2017;04 86  07;STRÄNGNÄS;STALLARHOLMENS FÖRSAMLING;34.146;32.746;21.73;10.77;0.246;1.40
2017;04 86  14;STRÄNGNÄS;VÅRFRUBERGA-HÄRADS FÖRSAMLING;34.166;32.746;21.73;10.77;0.246;1.42
2017;04 88  02;TROSA;TROSA FÖRSAMLING;33.646;32.676;21.66;10.77;0.246;0.97
2017;05 09  02;ÖDESHÖG;ÖDESHÖGS FÖRSAMLING;33.696;32.546;21.60;10.70;0.246;1.15
2017;05 12  01;YDRE;NORRA YDRE FÖRSAMLING;34.426;32.896;21.95;10.70;0.246;1.53
2017;05 12  03;YDRE;SUND-SVINHULTS FÖRSAMLING;34.426;32.896;21.95;10.70;0.246;1.53
2017;05 12  04;YDRE;VÄSTRA RYDS FÖRSAMLING;34.426;32.896;21.95;10.70;0.246;1.53
2017;05 13  01;KINDA;TIDERSRUMS FÖRSAMLING;33.186;31.896;20.95;10.70;0.246;1.29
2017;05 13  02;KINDA;KISA FÖRSAMLING;33.186;31.896;20.95;10.70;0.246;1.29
2017;05 13  03;KINDA;VÄSTRA ENEBY FÖRSAMLING;33.186;31.896;20.95;10.70;0.246;1.29
2017;05 13  04;KINDA;HORNS FÖRSAMLING;33.186;31.896;20.95;10.70;0.246;1.29
2017;05 13  05;KINDA;HYCKLINGE FÖRSAMLING;33.186;31.896;20.95;10.70;0.246;1.29
2017;05 13  09;KINDA;RIMFORSA FÖRSAMLING;33.346;31.896;20.95;10.70;0.246;1.45
2017;05 60  02;BOXHOLM;BOXHOLMS FÖRSAMLING;33.916;32.766;21.82;10.70;0.246;1.15
2017;05 61  01;ÅTVIDABERG;ÅTVIDS FÖRSAMLING;34.176;32.896;21.95;10.70;0.246;1.28
2017;05 62  01;FINSPÅNG;FINSPÅNGS FÖRSAMLING;34.096;33.096;22.15;10.70;0.246;1.00
2017;05 63  01;VALDEMARSVIK;VALDEMARSVIKS FÖRSAMLING;34.776;33.426;22.48;10.70;0.246;1.35
2017;05 63  02;VALDEMARSVIK;RINGARUMS FÖRSAMLING;34.776;33.426;22.48;10.70;0.246;1.35
2017;05 80  01;LINKÖPING;LINKÖPINGS DOMKYRKOFÖRSAMLING;32.286;31.146;20.20;10.70;0.246;1.14
2017;05 80  02;LINKÖPING;LINKÖPINGS S:T LARS FÖRSAMLING;32.286;31.146;20.20;10.70;0.246;1.14
2017;05 80  03;LINKÖPING;LANDERYDS FÖRSAMLING;32.286;31.146;20.20;10.70;0.246;1.14
2017;05 80  04;LINKÖPING;SLAKA FÖRSAMLING;32.407;31.146;20.20;10.70;0.246;1.261
2017;05 80  05;LINKÖPING;KÄRNA FÖRSAMLING;32.346;31.146;20.20;10.70;0.246;1.20
2017;05 80  08;LINKÖPING;VISTS FÖRSAMLING;32.566;31.146;20.20;10.70;0.246;1.42
2017;05 80  09;LINKÖPING;VÅRDNÄS FÖRSAMLING;32.566;31.146;20.20;10.70;0.246;1.42
2017;05 80  10;LINKÖPING;SKEDA FÖRSAMLING;32.407;31.146;20.20;10.70;0.246;1.261
2017;05 80  11;LINKÖPING;NYKIL-GAMMALKILS FÖRSAMLING;32.407;31.146;20.20;10.70;0.246;1.261
2017;05 80  12;LINKÖPING;ULRIKA FÖRSAMLING;32.407;31.146;20.20;10.70;0.246;1.261
2017;05 80  18;LINKÖPING;VIKINGSTADS FÖRSAMLING;32.246;31.146;20.20;10.70;0.246;1.10
2017;05 80  19;LINKÖPING;VRETA KLOSTERS FÖRSAMLING;32.356;31.146;20.20;10.70;0.246;1.21
2017;05 80  24;LINKÖPING;ÅKERBO FÖRSAMLING;32.486;31.146;20.20;10.70;0.246;1.34
2017;05 80  33;LINKÖPING;LINKÖPINGS BERGA FÖRSAMLING;32.286;31.146;20.20;10.70;0.246;1.14
2017;05 80  34;LINKÖPING;LINKÖPINGS JOHANNELUNDS FÖRSAMLING;32.286;31.146;20.20;10.70;0.246;1.14
2017;05 80  35;LINKÖPING;LINKÖPINGS SKÄGGETORPS FÖRSAMLING;32.286;31.146;20.20;10.70;0.246;1.14
2017;05 80  36;LINKÖPING;LINKÖPINGS RYDS FÖRSAMLING;32.286;31.146;20.20;10.70;0.246;1.14
2017;05 80  37;LINKÖPING;GOTTFRIDSBERGS FÖRSAMLING;32.286;31.146;20.20;10.70;0.246;1.14
2017;05 81  02;NORRKÖPING;NORRKÖPINGS S:T OLOFS FÖRSAMLING;33.666;32.696;21.75;10.70;0.246;0.97
2017;05 81  04;NORRKÖPING;KOLMÅRDENS FÖRSAMLING;33.666;32.696;21.75;10.70;0.246;0.97
